Genome,Genome ID,Accession,BRC ID,RefSeq Locus Tag,Alt Locus Tag,Feature ID,Annotation,Feature Type,Start,End,Length,Strand,FIGfam ID,PATRIC genus-specific families (PLfams),PATRIC cross-genus families (PGfams),Protein ID,AA Length,Gene Symbol,Product,GO
"Mesorhizobium sp. B264B1B","2876667.5","JAIUIS010000003","fig|2876667.5.peg.4380","LB547_08915",,"PATRIC.2876667.5.JAIUIS010000003.CDS.459506.460048.fwd","PATRIC","CDS",459506,460048,543,"+",,"PLF_68287_00098507","PGF_02240429",,180,,"SLATT domain-containing protein",
"Mesorhizobium sp. B264B1B","2876667.9","JAIUIS010000003","fig|2876667.9.peg.4380","LB547_08915",,"PATRIC.2876667.9.JAIUIS010000003.CDS.459506.460048.fwd","PATRIC","CDS",459506,460048,543,"+",,"PLF_68287_00098507","PGF_02240429",,180,,"SLATT domain-containing protein",
"Mesorhizobium sp. B264B1A","2876668.10","JAIUIT010000037","fig|2876668.10.peg.3693","LB567_21440",,"PATRIC.2876668.10.JAIUIT010000037.CDS.54168.54710.fwd","PATRIC","CDS",54168,54710,543,"+",,"PLF_68287_00098507","PGF_02240429",,180,,"SLATT domain-containing protein",
"Mesorhizobium sp. B264B1A","2876668.3","JAIUIT010000037","fig|2876668.3.peg.3693","LB567_21440",,"PATRIC.2876668.3.JAIUIT010000037.CDS.54168.54710.fwd","PATRIC","CDS",54168,54710,543,"+",,"PLF_68287_00098507","PGF_02240429",,180,,"SLATT domain-containing protein",
"Mesorhizobium sp. B264B1A","2876668.4","JAIUIT010000037","fig|2876668.4.peg.3693","LB567_21440",,"PATRIC.2876668.4.JAIUIT010000037.CDS.54168.54710.fwd","PATRIC","CDS",54168,54710,543,"+",,"PLF_68287_00098507","PGF_02240429",,180,,"SLATT domain-containing protein",
"Mesorhizobium sp. B264B1A","2876668.5","JAIUIT010000037","fig|2876668.5.peg.3693","LB567_21440",,"PATRIC.2876668.5.JAIUIT010000037.CDS.54168.54710.fwd","PATRIC","CDS",54168,54710,543,"+",,"PLF_68287_00098507","PGF_02240429",,180,,"SLATT domain-containing protein",
"Mesorhizobium sp. B264B1A","2876668.9","JAIUIT010000037","fig|2876668.9.peg.3693","LB567_21440",,"PATRIC.2876668.9.JAIUIT010000037.CDS.54168.54710.fwd","PATRIC","CDS",54168,54710,543,"+",,"PLF_68287_00098507","PGF_02240429",,180,,"SLATT domain-containing protein",
"Mesorhizobium sp. B263B2A","2876669.10","JAIUIU010000010","fig|2876669.10.peg.1190","LB568_17340",,"PATRIC.2876669.10.JAIUIU010000010.CDS.62470.63012.fwd","PATRIC","CDS",62470,63012,543,"+",,"PLF_68287_00098507","PGF_02240429",,180,,"SLATT domain-containing protein",
"Mesorhizobium sp. B263B2A","2876669.3","JAIUIU010000010","fig|2876669.3.peg.1190","LB568_17340",,"PATRIC.2876669.3.JAIUIU010000010.CDS.62470.63012.fwd","PATRIC","CDS",62470,63012,543,"+",,"PLF_68287_00098507","PGF_02240429",,180,,"SLATT domain-containing protein",
"Mesorhizobium sp. B263B2A","2876669.4","JAIUIU010000010","fig|2876669.4.peg.1190","LB568_17340",,"PATRIC.2876669.4.JAIUIU010000010.CDS.62470.63012.fwd","PATRIC","CDS",62470,63012,543,"+",,"PLF_68287_00098507","PGF_02240429",,180,,"SLATT domain-containing protein",
"Mesorhizobium sp. B263B2A","2876669.5","JAIUIU010000010","fig|2876669.5.peg.1190","LB568_17340",,"PATRIC.2876669.5.JAIUIU010000010.CDS.62470.63012.fwd","PATRIC","CDS",62470,63012,543,"+",,"PLF_68287_00098507","PGF_02240429",,180,,"SLATT domain-containing protein",
"Mesorhizobium sp. B263B2A","2876669.9","JAIUIU010000010","fig|2876669.9.peg.1190","LB568_17340",,"PATRIC.2876669.9.JAIUIU010000010.CDS.62470.63012.fwd","PATRIC","CDS",62470,63012,543,"+",,"PLF_68287_00098507","PGF_02240429",,180,,"SLATT domain-containing protein",
"Mesorhizobium sp. B263B1A","2876670.10","JAIUIV010000041","fig|2876670.10.peg.4180","LB562_24095",,"PATRIC.2876670.10.JAIUIV010000041.CDS.4244.4786.rev","PATRIC","CDS",4244,4786,543,"-",,"PLF_68287_00098507","PGF_02240429",,180,,"SLATT domain-containing protein",
"Mesorhizobium sp. B263B1A","2876670.3","JAIUIV010000041","fig|2876670.3.peg.4180","LB562_24095",,"PATRIC.2876670.3.JAIUIV010000041.CDS.4244.4786.rev","PATRIC","CDS",4244,4786,543,"-",,"PLF_68287_00098507","PGF_02240429",,180,,"SLATT domain-containing protein",
"Mesorhizobium sp. B263B1A","2876670.4","JAIUIV010000041","fig|2876670.4.peg.4180","LB562_24095",,"PATRIC.2876670.4.JAIUIV010000041.CDS.4244.4786.rev","PATRIC","CDS",4244,4786,543,"-",,"PLF_68287_00098507","PGF_02240429",,180,,"SLATT domain-containing protein",
"Mesorhizobium sp. B263B1A","2876670.5","JAIUIV010000041","fig|2876670.5.peg.4180","LB562_24095",,"PATRIC.2876670.5.JAIUIV010000041.CDS.4244.4786.rev","PATRIC","CDS",4244,4786,543,"-",,"PLF_68287_00098507","PGF_02240429",,180,,"SLATT domain-containing protein",
"Mesorhizobium sp. B263B1A","2876670.9","JAIUIV010000041","fig|2876670.9.peg.4180","LB562_24095",,"PATRIC.2876670.9.JAIUIV010000041.CDS.4244.4786.rev","PATRIC","CDS",4244,4786,543,"-",,"PLF_68287_00098507","PGF_02240429",,180,,"SLATT domain-containing protein",
"Mesorhizobium sp. B261B1A","2876671.10","JAIUIW010000021","fig|2876671.10.peg.2045","LB540_15515",,"PATRIC.2876671.10.JAIUIW010000021.CDS.4244.4786.rev","PATRIC","CDS",4244,4786,543,"-",,"PLF_68287_00098507","PGF_02240429",,180,,"SLATT domain-containing protein",
"Mesorhizobium sp. B261B1A","2876671.3","JAIUIW010000021","fig|2876671.3.peg.2045","LB540_15515",,"PATRIC.2876671.3.JAIUIW010000021.CDS.4244.4786.rev","PATRIC","CDS",4244,4786,543,"-",,"PLF_68287_00098507","PGF_02240429",,180,,"SLATT domain-containing protein",
"Mesorhizobium sp. B261B1A","2876671.4","JAIUIW010000021","fig|2876671.4.peg.2045","LB540_15515",,"PATRIC.2876671.4.JAIUIW010000021.CDS.4244.4786.rev","PATRIC","CDS",4244,4786,543,"-",,"PLF_68287_00098507","PGF_02240429",,180,,"SLATT domain-containing protein",
"Mesorhizobium sp. B261B1A","2876671.5","JAIUIW010000021","fig|2876671.5.peg.2045","LB540_15515",,"PATRIC.2876671.5.JAIUIW010000021.CDS.4244.4786.rev","PATRIC","CDS",4244,4786,543,"-",,"PLF_68287_00098507","PGF_02240429",,180,,"SLATT domain-containing protein",
"Mesorhizobium sp. B261B1A","2876671.9","JAIUIW010000021","fig|2876671.9.peg.2045","LB540_15515",,"PATRIC.2876671.9.JAIUIW010000021.CDS.4244.4786.rev","PATRIC","CDS",4244,4786,543,"-",,"PLF_68287_00098507","PGF_02240429",,180,,"SLATT domain-containing protein",
"Salmonella enterica strain FSIS21822098","28901.6461","RTYH01000037","fig|28901.6461.peg.3365","D5696_16595",,"PATRIC.28901.6461.RTYH01000037.CDS.1.250.rev","PATRIC","CDS",1,250,250,"-",,"PLF_590_00051085","PGF_01635896",,83,,"SLATT domain-containing protein",
"Burkholderia sp. B21-005","2890406.3","CP086301","fig|2890406.3.peg.3061","LMA02_14650",,"PATRIC.2890406.3.CP086301.CDS.3145769.3146356.fwd","PATRIC","CDS",3145769,3146356,588,"+",,,,,195,,"SLATT domain-containing protein",
"Burkholderia sp. B21-005","2890406.4","CP086301","fig|2890406.4.peg.3061","LMA02_14650",,"PATRIC.2890406.4.CP086301.CDS.3145769.3146356.fwd","PATRIC","CDS",3145769,3146356,588,"+",,,,,195,,"SLATT domain-containing protein",
"Burkholderia sp. B21-005","2890406.8","CP086301","fig|2890406.8.peg.3061","LMA02_14650",,"PATRIC.2890406.8.CP086301.CDS.3145769.3146356.fwd","PATRIC","CDS",3145769,3146356,588,"+",,,,,195,,"SLATT domain-containing protein",
"Burkholderia sp. B21-005","2890406.9","CP086301","fig|2890406.9.peg.3061","LMA02_14650",,"PATRIC.2890406.9.CP086301.CDS.3145769.3146356.fwd","PATRIC","CDS",3145769,3146356,588,"+",,,,,195,,"SLATT domain-containing protein",
"Pseudomonas sp. B21-051","2895491.3","CP087166","fig|2895491.3.peg.2389","LOY52_11710",,"PATRIC.2895491.3.CP087166.CDS.2605580.2606074.rev","PATRIC","CDS",2605580,2606074,495,"-",,,,,164,,"SLATT domain-containing protein",
"Pseudomonas sp. B21-051","2895491.4","CP087166","fig|2895491.4.peg.2389","LOY52_11710",,"PATRIC.2895491.4.CP087166.CDS.2605580.2606074.rev","PATRIC","CDS",2605580,2606074,495,"-",,,,,164,,"SLATT domain-containing protein",
"Pseudomonas sp. B21-051","2895491.5","CP087166","fig|2895491.5.peg.2389","LOY52_11710",,"PATRIC.2895491.5.CP087166.CDS.2605580.2606074.rev","PATRIC","CDS",2605580,2606074,495,"-",,,,,164,,"SLATT domain-containing protein",
"Pseudomonas sp. B21-051","2895491.6","CP087166","fig|2895491.6.peg.2389","LOY52_11710",,"PATRIC.2895491.6.CP087166.CDS.2605580.2606074.rev","PATRIC","CDS",2605580,2606074,495,"-",,,,,164,,"SLATT domain-containing protein",
"Pseudomonas sp. B21-051","2895491.7","CP087166","fig|2895491.7.peg.2389","LOY52_11710",,"PATRIC.2895491.7.CP087166.CDS.2605580.2606074.rev","PATRIC","CDS",2605580,2606074,495,"-",,,,,164,,"SLATT domain-containing protein",
"Aeromonas sp. PI_26","2899138.3","JAJNOE010000014","fig|2899138.3.peg.1199","LRL22_15285",,"PATRIC.2899138.3.JAJNOE010000014.CDS.136229.136675.rev","PATRIC","CDS",136229,136675,447,"-",,,"PGF_12333626",,148,,"SLATT domain-containing protein",
"Actinomycetota bacterium MSU bin59","2900548.1442","JALZMM010000091","fig|2900548.1442.peg.2787","M3488_02515",,"PATRIC.2900548.1442.JALZMM010000091.CDS.4242.4499.rev","PATRIC","CDS",4242,4499,258,"-",,,,,85,,"SLATT domain-containing protein",
"Actinomycetota bacterium SMAG_U2204","2900548.1828","DASTPT010000002","fig|2900548.1828.peg.29","VFT80_00135",,"PATRIC.2900548.1828.DASTPT010000002.CDS.7756.8328.fwd","PATRIC","CDS",7756,8328,573,"+",,,,,190,,"SLATT domain-containing protein",
"Actinomycetota bacterium SMAG_U10930","2900548.1884","DASQTH010000004","fig|2900548.1884.peg.23","VFA73_00110",,"PATRIC.2900548.1884.DASQTH010000004.CDS.2409.3092.rev","PATRIC","CDS",2409,3092,684,"-",,,,,227,,"SLATT domain-containing protein",
"Actinomycetota bacterium SMAG_U6471","2900548.1900","DASZDP010000613","fig|2900548.1900.peg.1896","VG411_08885",,"PATRIC.2900548.1900.DASZDP010000613.CDS.1657.2340.rev","PATRIC","CDS",1657,2340,684,"-",,,,,227,,"SLATT domain-containing protein",
"Streptomyces sp. MT29","2903066.6","JAJSAY010000023","fig|2903066.6.peg.7005","LUR56_32815",,"PATRIC.2903066.6.JAJSAY010000023.CDS.3174338.3175275.fwd","PATRIC","CDS",3174338,3175275,938,"+",,,,,,,"SLATT domain-containing protein",
"Streptomyces sp. MT29","2903066.7","JAJSAY010000023","fig|2903066.7.peg.7005","LUR56_32815",,"PATRIC.2903066.7.JAJSAY010000023.CDS.3174338.3175275.fwd","PATRIC","CDS",3174338,3175275,938,"+",,,,,,,"SLATT domain-containing protein",
"Kribbella sp. NBC_01484","2903579.3","CP109437","fig|2903579.3.peg.2410","OG555_11730",,"PATRIC.2903579.3.CP109437.CDS.2385961.2386527.fwd","PATRIC","CDS",2385961,2386527,567,"+",,,,,188,,"SLATT domain-containing protein",
"Streptomyces sp. NBC_00572","2903664.3","JAPENX010000002","fig|2903664.3.peg.124","OG514_32910",,"PATRIC.2903664.3.JAPENX010000002.CDS.138287.138901.fwd","PATRIC","CDS",138287,138901,615,"+",,"PLF_1883_00094129","PGF_03665751",,204,,"SLATT domain-containing protein",
"Streptomyces sp. NBC_01478","2903882.3","CP109444","fig|2903882.3.peg.3682","OG223_17680",,"PATRIC.2903882.3.CP109444.CDS.3940195.3940779.fwd","PATRIC","CDS",3940195,3940779,585,"+",,,,,194,,"SLATT domain-containing protein",
"Ramlibacter sp. XY19","2908000.3","JAKLTM010000004","fig|2908000.3.peg.2923","LZ009_14185",,"PATRIC.2908000.3.JAKLTM010000004.CDS.128482.129120.fwd","PATRIC","CDS",128482,129120,639,"+",,,,,212,,"SLATT domain-containing protein",
"Vicinamibacterales bacterium SMAG_U6800","2910147.204","DATAFJ010000077","fig|2910147.204.peg.2187","VHJ77_06655",,"PATRIC.2910147.204.DATAFJ010000077.CDS.21103.21639.fwd","PATRIC","CDS",21103,21639,537,"+",,,,,178,,"SLATT domain-containing protein",
"Stellaceae bacterium SMAG_U12857","2910174.71","DATMNT010000371","fig|2910174.71.peg.2965","VNW89_12940",,"PATRIC.2910174.71.DATMNT010000371.CDS.4428.4766.fwd","PATRIC","CDS",4428,4766,339,"+",,,,,112,,"SLATT domain-containing protein",
"Streptomyces sp. OfavH-34-F","2917760.5","JAKRGC010000016","fig|2917760.5.peg.1501","MHW47_05435",,"PATRIC.2917760.5.JAKRGC010000016.CDS.21531.22106.rev","PATRIC","CDS",21531,22106,576,"-",,"PLF_1883_00279403","PGF_08225224",,191,,"SLATT domain-containing protein",
"Streptomyces sp. OfavH-34-F","2917760.7","JAKRGC010000016","fig|2917760.7.peg.1501","MHW47_05435",,"PATRIC.2917760.7.JAKRGC010000016.CDS.21531.22106.rev","PATRIC","CDS",21531,22106,576,"-",,"PLF_1883_00279403","PGF_08225224",,191,,"SLATT domain-containing protein",
"Shewanella sp. 3B26","2919576.4","JAKUDL010000002","fig|2919576.4.peg.1553","MJ923_05770",,"PATRIC.2919576.4.JAKUDL010000002.CDS.53023.53646.rev","PATRIC","CDS",53023,53646,624,"-",,,,,207,,"SLATT domain-containing protein",
"Shewanella sp. 3B26","2919576.6","JAKUDL010000002","fig|2919576.6.peg.1553","MJ923_05770",,"PATRIC.2919576.6.JAKUDL010000002.CDS.53023.53646.rev","PATRIC","CDS",53023,53646,624,"-",,,,,207,,"SLATT domain-containing protein",
"Brevundimonas diminuta S 4446-13","293.42","JAMXYE010000001","fig|293.42.peg.891","NI456_04320",,"PATRIC.293.42.JAMXYE010000001.CDS.873067.873684.fwd","PATRIC","CDS",873067,873684,618,"+",,,,,205,,"SLATT domain-containing protein",
"Brevundimonas diminuta S 4446-7","293.44","JAMXYD010000003","fig|293.44.peg.2116","NI449_10540",,"PATRIC.293.44.JAMXYD010000003.CDS.303696.304313.rev","PATRIC","CDS",303696,304313,618,"-",,,,,205,,"SLATT domain-containing protein",
"Ideonella sp. NS12-5","2937441.3","JAMXMC010000005","fig|2937441.3.peg.3000","M0L44_09940",,"PATRIC.2937441.3.JAMXMC010000005.CDS.231752.232543.fwd","PATRIC","CDS",231752,232543,792,"+",,,,,263,,"SLATT domain-containing protein",
"Vibrio sp. HS-50-1","2945079.3","JAMPZF010000013","fig|2945079.3.peg.77","NDJ01_08265",,"PATRIC.2945079.3.JAMPZF010000013.CDS.4389.5051.fwd","PATRIC","CDS",4389,5051,663,"+",,"PLF_662_00125508","PGF_03824523",,220,,"SLATT domain-containing protein",
"Vibrio sp. HS-50-1","2945079.4","JAMPZF010000013","fig|2945079.4.peg.77","NDJ01_08265",,"PATRIC.2945079.4.JAMPZF010000013.CDS.4389.5051.fwd","PATRIC","CDS",4389,5051,663,"+",,"PLF_662_00125508","PGF_03824523",,220,,"SLATT domain-containing protein",
"Vibrio sp. HS-50-1","2945079.5","JAMPZF010000013","fig|2945079.5.peg.77","NDJ01_08265",,"PATRIC.2945079.5.JAMPZF010000013.CDS.4389.5051.fwd","PATRIC","CDS",4389,5051,663,"+",,"PLF_662_00125508","PGF_03824523",,220,,"SLATT domain-containing protein",
"Vibrio sp. HS-50-1","2945079.6","JAMPZF010000013","fig|2945079.6.peg.77","NDJ01_08265",,"PATRIC.2945079.6.JAMPZF010000013.CDS.4389.5051.fwd","PATRIC","CDS",4389,5051,663,"+",,"PLF_662_00125508","PGF_03824523",,220,,"SLATT domain-containing protein",
"Vibrio sp. HS-50-1","2945079.7","JAMPZF010000013","fig|2945079.7.peg.77","NDJ01_08265",,"PATRIC.2945079.7.JAMPZF010000013.CDS.4389.5051.fwd","PATRIC","CDS",4389,5051,663,"+",,"PLF_662_00125508","PGF_03824523",,220,,"SLATT domain-containing protein",
"Photobacterium rosenbergii HSC6","294936.14","JAWJZI010000009","fig|294936.14.peg.3894","R2X38_18805",,"PATRIC.294936.14.JAWJZI010000009.CDS.93992.94630.rev","PATRIC","CDS",93992,94630,639,"-",,,,,212,,"SLATT domain-containing protein",
"Halogeometricum sp. S1BR25-6","2950536.3","JAMQOP010000001","fig|2950536.3.peg.459","NDI76_02100",,"PATRIC.2950536.3.JAMQOP010000001.CDS.406618.407157.rev","PATRIC","CDS",406618,407157,540,"-",,,,,179,,"SLATT domain-containing protein",
"Halogeometricum sp. S1BR25-6","2950536.4","JAMQOP010000001","fig|2950536.4.peg.459","NDI76_02100",,"PATRIC.2950536.4.JAMQOP010000001.CDS.406618.407157.rev","PATRIC","CDS",406618,407157,540,"-",,,,,179,,"SLATT domain-containing protein",
"Pseudonocardia sp. DR1-2","2951168.3","JAMQOF010000007","fig|2951168.3.peg.5191","ND486_21540",,"PATRIC.2951168.3.JAMQOF010000007.CDS.186310.186855.rev","PATRIC","CDS",186310,186855,546,"-",,,,,181,,"SLATT domain-containing protein",
"Pseudonocardia sp. DR1-2","2951168.4","JAMQOF010000007","fig|2951168.4.peg.5191","ND486_21540",,"PATRIC.2951168.4.JAMQOF010000007.CDS.186310.186855.rev","PATRIC","CDS",186310,186855,546,"-",,,,,181,,"SLATT domain-containing protein",
"Pseudonocardia sp. DR1-2","2951168.5","JAMQOF010000007","fig|2951168.5.peg.5191","ND486_21540",,"PATRIC.2951168.5.JAMQOF010000007.CDS.186310.186855.rev","PATRIC","CDS",186310,186855,546,"-",,,,,181,,"SLATT domain-containing protein",
"Pseudonocardia sp. DR1-2","2951168.6","JAMQOF010000007","fig|2951168.6.peg.5191","ND486_21540",,"PATRIC.2951168.6.JAMQOF010000007.CDS.186310.186855.rev","PATRIC","CDS",186310,186855,546,"-",,,,,181,,"SLATT domain-containing protein",
"Pseudonocardia sp. DR1-2","2951168.7","JAMQOF010000007","fig|2951168.7.peg.5191","ND486_21540",,"PATRIC.2951168.7.JAMQOF010000007.CDS.186310.186855.rev","PATRIC","CDS",186310,186855,546,"-",,,,,181,,"SLATT domain-containing protein",
"Pseudonocardia sp. DR1-2","2951168.8","JAMQOF010000007","fig|2951168.8.peg.5191","ND486_21540",,"PATRIC.2951168.8.JAMQOF010000007.CDS.186310.186855.rev","PATRIC","CDS",186310,186855,546,"-",,,,,181,,"SLATT domain-containing protein",
"Pseudonocardia sp. DR1-2","2951168.9","JAMQOF010000007","fig|2951168.9.peg.5191","ND486_21540",,"PATRIC.2951168.9.JAMQOF010000007.CDS.186310.186855.rev","PATRIC","CDS",186310,186855,546,"-",,,,,181,,"SLATT domain-containing protein",
"Pseudomonas fragi strain WS 5032","296.59","JAAQZB010000004","fig|296.59.peg.2815","HBN75_08640",,"PATRIC.296.59.JAAQZB010000004.CDS.240712.241182.rev","PATRIC","CDS",240712,241182,471,"-",,,,,156,,"SLATT domain-containing protein",
"Pseudomonas sp. KHPS1","2961531.3","CP100551","fig|2961531.3.peg.3047","NLY39_15180",,"PATRIC.2961531.3.CP100551.CDS.3311411.3311971.fwd","PATRIC","CDS",3311411,3311971,561,"+",,"PLF_286_00207988","PGF_04778703",,186,,"SLATT domain-containing protein",
"Pseudomonas sp. KHPS1","2961531.4","CP100551","fig|2961531.4.peg.3047","NLY39_15180",,"PATRIC.2961531.4.CP100551.CDS.3311411.3311971.fwd","PATRIC","CDS",3311411,3311971,561,"+",,"PLF_286_00207988","PGF_04778703",,186,,"SLATT domain-containing protein",
"Pseudomonas sp. KHPS1","2961531.5","CP100551","fig|2961531.5.peg.3047","NLY39_15180",,"PATRIC.2961531.5.CP100551.CDS.3311411.3311971.fwd","PATRIC","CDS",3311411,3311971,561,"+",,"PLF_286_00207988","PGF_04778703",,186,,"SLATT domain-containing protein",
"Pseudomonas sp. KHPS1","2961531.6","CP100551","fig|2961531.6.peg.3047","NLY39_15180",,"PATRIC.2961531.6.CP100551.CDS.3311411.3311971.fwd","PATRIC","CDS",3311411,3311971,561,"+",,"PLF_286_00207988","PGF_04778703",,186,,"SLATT domain-containing protein",
"Pseudomonas sp. KHPS1","2961531.7","CP100551","fig|2961531.7.peg.3047","NLY39_15180",,"PATRIC.2961531.7.CP100551.CDS.3311411.3311971.fwd","PATRIC","CDS",3311411,3311971,561,"+",,"PLF_286_00207988","PGF_04778703",,186,,"SLATT domain-containing protein",
"Pseudomonas sp. KHPS1","2961531.8","CP100551","fig|2961531.8.peg.3047","NLY39_15180",,"PATRIC.2961531.8.CP100551.CDS.3311411.3311971.fwd","PATRIC","CDS",3311411,3311971,561,"+",,"PLF_286_00207988","PGF_04778703",,186,,"SLATT domain-containing protein",
"Pusillimonas sp. M17","2962065.3","CP107548","fig|2962065.3.peg.3208","OEG81_15935",,"PATRIC.2962065.3.CP107548.CDS.3381570.3382271.rev","PATRIC","CDS",3381570,3382271,702,"-",,,"PGF_00441152",,233,,"SLATT domain-containing protein",
"Pusillimonas sp. M17","2962065.5","CP107548","fig|2962065.5.peg.3208","OEG81_15935",,"PATRIC.2962065.5.CP107548.CDS.3381570.3382271.rev","PATRIC","CDS",3381570,3382271,702,"-",,,"PGF_00441152",,233,,"SLATT domain-containing protein",
"Adlercreutzia sp. DFI.6.23","2963705.3","JANGBP010000017","fig|2963705.3.peg.932","NE591_11990",,"PATRIC.2963705.3.JANGBP010000017.CDS.8964.9497.fwd","PATRIC","CDS",8964,9497,534,"+",,,,,177,,"SLATT domain-containing protein",
"Adlercreutzia sp. DFI.6.23","2963705.4","JANGBP010000017","fig|2963705.4.peg.932","NE591_11990",,"PATRIC.2963705.4.JANGBP010000017.CDS.8964.9497.fwd","PATRIC","CDS",8964,9497,534,"+",,,,,177,,"SLATT domain-containing protein",
"Adlercreutzia sp. DFI.6.23","2963705.5","JANGBP010000017","fig|2963705.5.peg.932","NE591_11990",,"PATRIC.2963705.5.JANGBP010000017.CDS.8964.9497.fwd","PATRIC","CDS",8964,9497,534,"+",,,,,177,,"SLATT domain-containing protein",
"Adlercreutzia sp. DFI.6.23","2963705.6","JANGBP010000017","fig|2963705.6.peg.932","NE591_11990",,"PATRIC.2963705.6.JANGBP010000017.CDS.8964.9497.fwd","PATRIC","CDS",8964,9497,534,"+",,,,,177,,"SLATT domain-containing protein",
"Adlercreutzia sp. DFI.6.23","2963705.7","JANGBP010000017","fig|2963705.7.peg.932","NE591_11990",,"PATRIC.2963705.7.JANGBP010000017.CDS.8964.9497.fwd","PATRIC","CDS",8964,9497,534,"+",,,,,177,,"SLATT domain-containing protein",
"Streptomyces sp. NBC_01764","2975935.3","JAPEQQ010000001","fig|2975935.3.peg.3993","OG840_18780",,"PATRIC.2975935.3.JAPEQQ010000001.CDS.4137809.4138399.fwd","PATRIC","CDS",4137809,4138399,591,"+",,,,,,,"SLATT domain-containing protein",
"Kribbella sp. NBC_00359","2975966.3","CP107975","fig|2975966.3.peg.2203","OG876_10385",,"PATRIC.2975966.3.CP107975.CDS.2127951.2128517.fwd","PATRIC","CDS",2127951,2128517,567,"+",,,,,188,,"SLATT domain-containing protein",
"Lacinutrix sp. HL-RS19","2980107.3","CP113088","fig|2980107.3.peg.5426","N7U66_20700",,"PATRIC.2980107.3.CP113088.CDS.3818641.3819375.rev","PATRIC","CDS",3818641,3819375,735,"-",,,,,244,,"SLATT domain-containing protein",
"Pseudomonas sp. COW5","2981253.3","JAPHVP010000001","fig|2981253.3.peg.5381","OQ248_26755",,"PATRIC.2981253.3.JAPHVP010000001.CDS.5864796.5865269.fwd","PATRIC","CDS",5864796,5865269,474,"+",,,,,157,,"SLATT domain-containing protein",
"Pseudomonas benzopyrenica MLY92","2993566.4","CP145723","fig|2993566.4.peg.2996","V6W80_15195",,"PATRIC.2993566.4.CP145723.CDS.3229333.3229893.rev","PATRIC","CDS",3229333,3229893,561,"-",,"PLF_286_00207988","PGF_04778703",,186,,"SLATT domain-containing protein",
